id,title,handle,product_type,vendor,status,published_at,image_url,tags,body_html,created_at,updated_at
1000181,Organic T-Shirt 87,organic-t-shirt-87,Tops,Northwind Co.,active,2023-04-04T00:00:00+00:00,https://cdn.northwindco.com/products/organic-t-shirt-87.jpg,"tops,t-shirts",<p>The Organic T-Shirt 87 by Northwind Co.</p>,2023-04-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000182,Vintage T-Shirt 88,vintage-t-shirt-88,Tops,Northwind Co.,active,2024-12-08T00:00:00+00:00,https://cdn.northwindco.com/products/vintage-t-shirt-88.jpg,"tops,t-shirts",<p>The Vintage T-Shirt 88 by Northwind Co.</p>,2024-12-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000183,Relaxed T-Shirt 89,relaxed-t-shirt-89,Tops,Northwind Co.,active,2024-12-21T00:00:00+00:00,https://cdn.northwindco.com/products/relaxed-t-shirt-89.jpg,"tops,t-shirts",<p>The Relaxed T-Shirt 89 by Northwind Co.</p>,2024-12-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000184,Boxy T-Shirt 90,boxy-t-shirt-90,Tops,Northwind Co.,active,2023-09-02T00:00:00+00:00,https://cdn.northwindco.com/products/boxy-t-shirt-90.jpg,"tops,t-shirts",<p>The Boxy T-Shirt 90 by Northwind Co.</p>,2023-09-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000185,Slim T-Shirt 91,slim-t-shirt-91,Tops,Northwind Co.,active,2022-08-10T00:00:00+00:00,https://cdn.northwindco.com/products/slim-t-shirt-91.jpg,"tops,t-shirts",<p>The Slim T-Shirt 91 by Northwind Co.</p>,2022-08-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000186,Essential T-Shirt 92,essential-t-shirt-92,Tops,Northwind Co.,active,2023-10-27T00:00:00+00:00,https://cdn.northwindco.com/products/essential-t-shirt-92.jpg,"tops,t-shirts",<p>The Essential T-Shirt 92 by Northwind Co.</p>,2023-10-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000187,Classic T-Shirt 93,classic-t-shirt-93,Tops,Northwind Co.,active,2023-02-13T00:00:00+00:00,https://cdn.northwindco.com/products/classic-t-shirt-93.jpg,"tops,t-shirts",<p>The Classic T-Shirt 93 by Northwind Co.</p>,2023-02-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000188,Organic T-Shirt 94,organic-t-shirt-94,Tops,Northwind Co.,active,2022-12-04T00:00:00+00:00,https://cdn.northwindco.com/products/organic-t-shirt-94.jpg,"tops,t-shirts",<p>The Organic T-Shirt 94 by Northwind Co.</p>,2022-12-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000189,Vintage T-Shirt 95,vintage-t-shirt-95,Tops,Northwind Co.,active,2023-06-21T00:00:00+00:00,https://cdn.northwindco.com/products/vintage-t-shirt-95.jpg,"tops,t-shirts",<p>The Vintage T-Shirt 95 by Northwind Co.</p>,2023-06-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000190,Merino Sweater,merino-sweater,Tops,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/merino-sweater.jpg,"tops,sweaters",<p>The Merino Sweater by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000191,Lambswool Sweater 2,lambswool-sweater-2,Tops,Northwind Co.,active,2024-03-08T00:00:00+00:00,https://cdn.northwindco.com/products/lambswool-sweater-2.jpg,"tops,sweaters",<p>The Lambswool Sweater 2 by Northwind Co.</p>,2024-03-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000192,Chunky Sweater 3,chunky-sweater-3,Tops,Northwind Co.,active,2023-03-02T00:00:00+00:00,https://cdn.northwindco.com/products/chunky-sweater-3.jpg,"tops,sweaters",<p>The Chunky Sweater 3 by Northwind Co.</p>,2023-03-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000193,Cable-Knit Sweater 4,cable-knit-sweater-4,Tops,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/cable-knit-sweater-4.jpg,"tops,sweaters",<p>The Cable-Knit Sweater 4 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000194,Ribbed Sweater 5,ribbed-sweater-5,Tops,Northwind Co.,active,2023-05-22T00:00:00+00:00,https://cdn.northwindco.com/products/ribbed-sweater-5.jpg,"tops,sweaters",<p>The Ribbed Sweater 5 by Northwind Co.</p>,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000195,Oversized Sweater 6,oversized-sweater-6,Tops,Northwind Co.,active,2024-05-21T00:00:00+00:00,https://cdn.northwindco.com/products/oversized-sweater-6.jpg,"tops,sweaters",<p>The Oversized Sweater 6 by Northwind Co.</p>,2024-05-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000196,Cropped Sweater 7,cropped-sweater-7,Tops,Northwind Co.,active,2023-12-18T00:00:00+00:00,https://cdn.northwindco.com/products/cropped-sweater-7.jpg,"tops,sweaters",<p>The Cropped Sweater 7 by Northwind Co.</p>,2023-12-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000197,Merino Sweater 8,merino-sweater-8,Tops,Northwind Co.,active,2023-10-21T00:00:00+00:00,https://cdn.northwindco.com/products/merino-sweater-8.jpg,"tops,sweaters",<p>The Merino Sweater 8 by Northwind Co.</p>,2023-10-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000198,Lambswool Sweater 9,lambswool-sweater-9,Tops,Northwind Co.,active,2023-11-16T00:00:00+00:00,https://cdn.northwindco.com/products/lambswool-sweater-9.jpg,"tops,sweaters",<p>The Lambswool Sweater 9 by Northwind Co.</p>,2023-11-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000199,Chunky Sweater 10,chunky-sweater-10,Tops,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/chunky-sweater-10.jpg,"tops,sweaters",<p>The Chunky Sweater 10 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000200,Cable-Knit Sweater 11,cable-knit-sweater-11,Tops,Northwind Co.,active,2023-05-12T00:00:00+00:00,https://cdn.northwindco.com/products/cable-knit-sweater-11.jpg,"tops,sweaters",<p>The Cable-Knit Sweater 11 by Northwind Co.</p>,2023-05-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000201,Ribbed Sweater 12,ribbed-sweater-12,Tops,Northwind Co.,active,2022-09-20T00:00:00+00:00,https://cdn.northwindco.com/products/ribbed-sweater-12.jpg,"tops,sweaters",<p>The Ribbed Sweater 12 by Northwind Co.</p>,2022-09-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000202,Oversized Sweater 13,oversized-sweater-13,Tops,Northwind Co.,active,2024-12-16T00:00:00+00:00,https://cdn.northwindco.com/products/oversized-sweater-13.jpg,"tops,sweaters",<p>The Oversized Sweater 13 by Northwind Co.</p>,2024-12-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000203,Cropped Sweater 14,cropped-sweater-14,Tops,Northwind Co.,active,2023-04-03T00:00:00+00:00,https://cdn.northwindco.com/products/cropped-sweater-14.jpg,"tops,sweaters",<p>The Cropped Sweater 14 by Northwind Co.</p>,2023-04-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000204,Merino Sweater 15,merino-sweater-15,Tops,Northwind Co.,active,2023-10-04T00:00:00+00:00,https://cdn.northwindco.com/products/merino-sweater-15.jpg,"tops,sweaters",<p>The Merino Sweater 15 by Northwind Co.</p>,2023-10-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000205,Lambswool Sweater 16,lambswool-sweater-16,Tops,Northwind Co.,active,2023-10-13T00:00:00+00:00,https://cdn.northwindco.com/products/lambswool-sweater-16.jpg,"tops,sweaters",<p>The Lambswool Sweater 16 by Northwind Co.</p>,2023-10-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000206,Chunky Sweater 17,chunky-sweater-17,Tops,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/chunky-sweater-17.jpg,"tops,sweaters",<p>The Chunky Sweater 17 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000207,Cable-Knit Sweater 18,cable-knit-sweater-18,Tops,Northwind Co.,active,2022-06-15T00:00:00+00:00,https://cdn.northwindco.com/products/cable-knit-sweater-18.jpg,"tops,sweaters",<p>The Cable-Knit Sweater 18 by Northwind Co.</p>,2022-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000208,Ribbed Sweater 19,ribbed-sweater-19,Tops,Northwind Co.,active,2024-06-12T00:00:00+00:00,https://cdn.northwindco.com/products/ribbed-sweater-19.jpg,"tops,sweaters",<p>The Ribbed Sweater 19 by Northwind Co.</p>,2024-06-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000209,Oversized Sweater 20,oversized-sweater-20,Tops,Northwind Co.,active,2024-06-05T00:00:00+00:00,https://cdn.northwindco.com/products/oversized-sweater-20.jpg,"tops,sweaters",<p>The Oversized Sweater 20 by Northwind Co.</p>,2024-06-05T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000210,Cropped Sweater 21,cropped-sweater-21,Tops,Northwind Co.,active,2024-03-24T00:00:00+00:00,https://cdn.northwindco.com/products/cropped-sweater-21.jpg,"tops,sweaters",<p>The Cropped Sweater 21 by Northwind Co.</p>,2024-03-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000211,Merino Sweater 22,merino-sweater-22,Tops,Northwind Co.,active,2024-05-15T00:00:00+00:00,https://cdn.northwindco.com/products/merino-sweater-22.jpg,"tops,sweaters",<p>The Merino Sweater 22 by Northwind Co.</p>,2024-05-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000212,Lambswool Sweater 23,lambswool-sweater-23,Tops,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/lambswool-sweater-23.jpg,"tops,sweaters",<p>The Lambswool Sweater 23 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000213,Chunky Sweater 24,chunky-sweater-24,Tops,Northwind Co.,active,2022-09-11T00:00:00+00:00,https://cdn.northwindco.com/products/chunky-sweater-24.jpg,"tops,sweaters",<p>The Chunky Sweater 24 by Northwind Co.</p>,2022-09-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000214,Cable-Knit Sweater 25,cable-knit-sweater-25,Tops,Northwind Co.,active,2024-10-14T00:00:00+00:00,https://cdn.northwindco.com/products/cable-knit-sweater-25.jpg,"tops,sweaters",<p>The Cable-Knit Sweater 25 by Northwind Co.</p>,2024-10-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000215,Ribbed Sweater 26,ribbed-sweater-26,Tops,Northwind Co.,active,2024-06-21T00:00:00+00:00,https://cdn.northwindco.com/products/ribbed-sweater-26.jpg,"tops,sweaters",<p>The Ribbed Sweater 26 by Northwind Co.</p>,2024-06-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000216,Oversized Sweater 27,oversized-sweater-27,Tops,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/oversized-sweater-27.jpg,"tops,sweaters",<p>The Oversized Sweater 27 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000217,Cropped Sweater 28,cropped-sweater-28,Tops,Northwind Co.,active,2023-08-02T00:00:00+00:00,https://cdn.northwindco.com/products/cropped-sweater-28.jpg,"tops,sweaters",<p>The Cropped Sweater 28 by Northwind Co.</p>,2023-08-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000218,Merino Sweater 29,merino-sweater-29,Tops,Northwind Co.,active,2023-02-21T00:00:00+00:00,https://cdn.northwindco.com/products/merino-sweater-29.jpg,"tops,sweaters",<p>The Merino Sweater 29 by Northwind Co.</p>,2023-02-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000219,Lambswool Sweater 30,lambswool-sweater-30,Tops,Northwind Co.,active,2023-06-15T00:00:00+00:00,https://cdn.northwindco.com/products/lambswool-sweater-30.jpg,"tops,sweaters",<p>The Lambswool Sweater 30 by Northwind Co.</p>,2023-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000220,Chunky Sweater 31,chunky-sweater-31,Tops,Northwind Co.,active,2023-07-01T00:00:00+00:00,https://cdn.northwindco.com/products/chunky-sweater-31.jpg,"tops,sweaters",<p>The Chunky Sweater 31 by Northwind Co.</p>,2023-07-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000221,Cable-Knit Sweater 32,cable-knit-sweater-32,Tops,Northwind Co.,active,2023-07-04T00:00:00+00:00,https://cdn.northwindco.com/products/cable-knit-sweater-32.jpg,"tops,sweaters",<p>The Cable-Knit Sweater 32 by Northwind Co.</p>,2023-07-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000222,Ribbed Sweater 33,ribbed-sweater-33,Tops,Northwind Co.,active,2023-08-02T00:00:00+00:00,https://cdn.northwindco.com/products/ribbed-sweater-33.jpg,"tops,sweaters",<p>The Ribbed Sweater 33 by Northwind Co.</p>,2023-08-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000223,Oversized Sweater 34,oversized-sweater-34,Tops,Northwind Co.,active,2023-10-15T00:00:00+00:00,https://cdn.northwindco.com/products/oversized-sweater-34.jpg,"tops,sweaters",<p>The Oversized Sweater 34 by Northwind Co.</p>,2023-10-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000224,Cropped Sweater 35,cropped-sweater-35,Tops,Northwind Co.,active,2024-06-18T00:00:00+00:00,https://cdn.northwindco.com/products/cropped-sweater-35.jpg,"tops,sweaters",<p>The Cropped Sweater 35 by Northwind Co.</p>,2024-06-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000225,Merino Sweater 36,merino-sweater-36,Tops,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/merino-sweater-36.jpg,"tops,sweaters",<p>The Merino Sweater 36 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000226,Lambswool Sweater 37,lambswool-sweater-37,Tops,Northwind Co.,active,2023-05-09T00:00:00+00:00,https://cdn.northwindco.com/products/lambswool-sweater-37.jpg,"tops,sweaters",<p>The Lambswool Sweater 37 by Northwind Co.</p>,2023-05-09T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000227,Chunky Sweater 38,chunky-sweater-38,Tops,Northwind Co.,active,2024-05-04T00:00:00+00:00,https://cdn.northwindco.com/products/chunky-sweater-38.jpg,"tops,sweaters",<p>The Chunky Sweater 38 by Northwind Co.</p>,2024-05-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000228,Cable-Knit Sweater 39,cable-knit-sweater-39,Tops,Northwind Co.,active,2022-06-17T00:00:00+00:00,https://cdn.northwindco.com/products/cable-knit-sweater-39.jpg,"tops,sweaters",<p>The Cable-Knit Sweater 39 by Northwind Co.</p>,2022-06-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000229,Ribbed Sweater 40,ribbed-sweater-40,Tops,Northwind Co.,active,2024-07-17T00:00:00+00:00,https://cdn.northwindco.com/products/ribbed-sweater-40.jpg,"tops,sweaters",<p>The Ribbed Sweater 40 by Northwind Co.</p>,2024-07-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000230,Oversized Sweater 41,oversized-sweater-41,Tops,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/oversized-sweater-41.jpg,"tops,sweaters",<p>The Oversized Sweater 41 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000231,Cropped Sweater 42,cropped-sweater-42,Tops,Northwind Co.,active,2022-07-15T00:00:00+00:00,https://cdn.northwindco.com/products/cropped-sweater-42.jpg,"tops,sweaters",<p>The Cropped Sweater 42 by Northwind Co.</p>,2022-07-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000232,Merino Sweater 43,merino-sweater-43,Tops,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/merino-sweater-43.jpg,"tops,sweaters",<p>The Merino Sweater 43 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000233,Lambswool Sweater 44,lambswool-sweater-44,Tops,Northwind Co.,active,2024-08-26T00:00:00+00:00,https://cdn.northwindco.com/products/lambswool-sweater-44.jpg,"tops,sweaters",<p>The Lambswool Sweater 44 by Northwind Co.</p>,2024-08-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000234,Chunky Sweater 45,chunky-sweater-45,Tops,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/chunky-sweater-45.jpg,"tops,sweaters",<p>The Chunky Sweater 45 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000235,Cable-Knit Sweater 46,cable-knit-sweater-46,Tops,Northwind Co.,active,2022-09-22T00:00:00+00:00,https://cdn.northwindco.com/products/cable-knit-sweater-46.jpg,"tops,sweaters",<p>The Cable-Knit Sweater 46 by Northwind Co.</p>,2022-09-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000236,Ribbed Sweater 47,ribbed-sweater-47,Tops,Northwind Co.,active,2022-08-08T00:00:00+00:00,https://cdn.northwindco.com/products/ribbed-sweater-47.jpg,"tops,sweaters",<p>The Ribbed Sweater 47 by Northwind Co.</p>,2022-08-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000237,Oversized Sweater 48,oversized-sweater-48,Tops,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/oversized-sweater-48.jpg,"tops,sweaters",<p>The Oversized Sweater 48 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000238,Cropped Sweater 49,cropped-sweater-49,Tops,Northwind Co.,active,2024-04-11T00:00:00+00:00,https://cdn.northwindco.com/products/cropped-sweater-49.jpg,"tops,sweaters",<p>The Cropped Sweater 49 by Northwind Co.</p>,2024-04-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000239,Merino Sweater 50,merino-sweater-50,Tops,Northwind Co.,active,2024-11-10T00:00:00+00:00,https://cdn.northwindco.com/products/merino-sweater-50.jpg,"tops,sweaters",<p>The Merino Sweater 50 by Northwind Co.</p>,2024-11-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000240,Lambswool Sweater 51,lambswool-sweater-51,Tops,Northwind Co.,active,2024-12-04T00:00:00+00:00,https://cdn.northwindco.com/products/lambswool-sweater-51.jpg,"tops,sweaters",<p>The Lambswool Sweater 51 by Northwind Co.</p>,2024-12-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000241,Chunky Sweater 52,chunky-sweater-52,Tops,Northwind Co.,active,2023-06-09T00:00:00+00:00,https://cdn.northwindco.com/products/chunky-sweater-52.jpg,"tops,sweaters",<p>The Chunky Sweater 52 by Northwind Co.</p>,2023-06-09T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000242,Cable-Knit Sweater 53,cable-knit-sweater-53,Tops,Northwind Co.,active,2022-08-01T00:00:00+00:00,https://cdn.northwindco.com/products/cable-knit-sweater-53.jpg,"tops,sweaters",<p>The Cable-Knit Sweater 53 by Northwind Co.</p>,2022-08-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000243,Ribbed Sweater 54,ribbed-sweater-54,Tops,Northwind Co.,active,2022-08-17T00:00:00+00:00,https://cdn.northwindco.com/products/ribbed-sweater-54.jpg,"tops,sweaters",<p>The Ribbed Sweater 54 by Northwind Co.</p>,2022-08-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000244,Oversized Sweater 55,oversized-sweater-55,Tops,Northwind Co.,active,2022-11-18T00:00:00+00:00,https://cdn.northwindco.com/products/oversized-sweater-55.jpg,"tops,sweaters",<p>The Oversized Sweater 55 by Northwind Co.</p>,2022-11-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000245,Oxford Shirt,oxford-shirt,Tops,Northwind Co.,active,2023-10-10T00:00:00+00:00,https://cdn.northwindco.com/products/oxford-shirt.jpg,"tops,shirts",<p>The Oxford Shirt by Northwind Co.</p>,2023-10-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000246,Linen Shirt 2,linen-shirt-2,Tops,Northwind Co.,active,2023-10-17T00:00:00+00:00,https://cdn.northwindco.com/products/linen-shirt-2.jpg,"tops,shirts",<p>The Linen Shirt 2 by Northwind Co.</p>,2023-10-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000247,Flannel Shirt 3,flannel-shirt-3,Tops,Northwind Co.,active,2022-06-03T00:00:00+00:00,https://cdn.northwindco.com/products/flannel-shirt-3.jpg,"tops,shirts",<p>The Flannel Shirt 3 by Northwind Co.</p>,2022-06-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000248,Chambray Shirt 4,chambray-shirt-4,Tops,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/chambray-shirt-4.jpg,"tops,shirts",<p>The Chambray Shirt 4 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000249,Western Shirt 5,western-shirt-5,Tops,Northwind Co.,active,2024-01-23T00:00:00+00:00,https://cdn.northwindco.com/products/western-shirt-5.jpg,"tops,shirts",<p>The Western Shirt 5 by Northwind Co.</p>,2024-01-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000250,Relaxed Shirt 6,relaxed-shirt-6,Tops,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/relaxed-shirt-6.jpg,"tops,shirts",<p>The Relaxed Shirt 6 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000251,Oversized Shirt 7,oversized-shirt-7,Tops,Northwind Co.,active,2022-06-05T00:00:00+00:00,https://cdn.northwindco.com/products/oversized-shirt-7.jpg,"tops,shirts",<p>The Oversized Shirt 7 by Northwind Co.</p>,2022-06-05T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000252,Oxford Shirt 8,oxford-shirt-8,Tops,Northwind Co.,active,2023-09-17T00:00:00+00:00,https://cdn.northwindco.com/products/oxford-shirt-8.jpg,"tops,shirts",<p>The Oxford Shirt 8 by Northwind Co.</p>,2023-09-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000253,Linen Shirt 9,linen-shirt-9,Tops,Northwind Co.,active,2024-02-05T00:00:00+00:00,https://cdn.northwindco.com/products/linen-shirt-9.jpg,"tops,shirts",<p>The Linen Shirt 9 by Northwind Co.</p>,2024-02-05T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000254,Flannel Shirt 10,flannel-shirt-10,Tops,Northwind Co.,active,2024-11-16T00:00:00+00:00,https://cdn.northwindco.com/products/flannel-shirt-10.jpg,"tops,shirts",<p>The Flannel Shirt 10 by Northwind Co.</p>,2024-11-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000255,Chambray Shirt 11,chambray-shirt-11,Tops,Northwind Co.,active,2022-10-17T00:00:00+00:00,https://cdn.northwindco.com/products/chambray-shirt-11.jpg,"tops,shirts",<p>The Chambray Shirt 11 by Northwind Co.</p>,2022-10-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000256,Western Shirt 12,western-shirt-12,Tops,Northwind Co.,active,2023-10-12T00:00:00+00:00,https://cdn.northwindco.com/products/western-shirt-12.jpg,"tops,shirts",<p>The Western Shirt 12 by Northwind Co.</p>,2023-10-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000257,Relaxed Shirt 13,relaxed-shirt-13,Tops,Northwind Co.,active,2024-01-13T00:00:00+00:00,https://cdn.northwindco.com/products/relaxed-shirt-13.jpg,"tops,shirts",<p>The Relaxed Shirt 13 by Northwind Co.</p>,2024-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000258,Oversized Shirt 14,oversized-shirt-14,Tops,Northwind Co.,active,2023-12-14T00:00:00+00:00,https://cdn.northwindco.com/products/oversized-shirt-14.jpg,"tops,shirts",<p>The Oversized Shirt 14 by Northwind Co.</p>,2023-12-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000259,Oxford Shirt 15,oxford-shirt-15,Tops,Northwind Co.,active,2024-05-27T00:00:00+00:00,https://cdn.northwindco.com/products/oxford-shirt-15.jpg,"tops,shirts",<p>The Oxford Shirt 15 by Northwind Co.</p>,2024-05-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000260,Linen Shirt 16,linen-shirt-16,Tops,Northwind Co.,active,2023-12-11T00:00:00+00:00,https://cdn.northwindco.com/products/linen-shirt-16.jpg,"tops,shirts",<p>The Linen Shirt 16 by Northwind Co.</p>,2023-12-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000261,Flannel Shirt 17,flannel-shirt-17,Tops,Northwind Co.,active,2023-01-26T00:00:00+00:00,https://cdn.northwindco.com/products/flannel-shirt-17.jpg,"tops,shirts",<p>The Flannel Shirt 17 by Northwind Co.</p>,2023-01-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000262,Chambray Shirt 18,chambray-shirt-18,Tops,Northwind Co.,active,2023-01-20T00:00:00+00:00,https://cdn.northwindco.com/products/chambray-shirt-18.jpg,"tops,shirts",<p>The Chambray Shirt 18 by Northwind Co.</p>,2023-01-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000263,Western Shirt 19,western-shirt-19,Tops,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/western-shirt-19.jpg,"tops,shirts",<p>The Western Shirt 19 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000264,Relaxed Shirt 20,relaxed-shirt-20,Tops,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/relaxed-shirt-20.jpg,"tops,shirts",<p>The Relaxed Shirt 20 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000265,Oversized Shirt 21,oversized-shirt-21,Tops,Northwind Co.,active,2023-02-10T00:00:00+00:00,https://cdn.northwindco.com/products/oversized-shirt-21.jpg,"tops,shirts",<p>The Oversized Shirt 21 by Northwind Co.</p>,2023-02-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000266,Oxford Shirt 22,oxford-shirt-22,Tops,Northwind Co.,active,2023-05-21T00:00:00+00:00,https://cdn.northwindco.com/products/oxford-shirt-22.jpg,"tops,shirts",<p>The Oxford Shirt 22 by Northwind Co.</p>,2023-05-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000267,Linen Shirt 23,linen-shirt-23,Tops,Northwind Co.,active,2024-05-17T00:00:00+00:00,https://cdn.northwindco.com/products/linen-shirt-23.jpg,"tops,shirts",<p>The Linen Shirt 23 by Northwind Co.</p>,2024-05-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000268,Flannel Shirt 24,flannel-shirt-24,Tops,Northwind Co.,active,2024-09-25T00:00:00+00:00,https://cdn.northwindco.com/products/flannel-shirt-24.jpg,"tops,shirts",<p>The Flannel Shirt 24 by Northwind Co.</p>,2024-09-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000269,Chambray Shirt 25,chambray-shirt-25,Tops,Northwind Co.,active,2024-01-26T00:00:00+00:00,https://cdn.northwindco.com/products/chambray-shirt-25.jpg,"tops,shirts",<p>The Chambray Shirt 25 by Northwind Co.</p>,2024-01-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
